ID_Accidente;A�o;Fecha;Dia;Hopra;Ruta/Autop;km;Participantes;Tipo;Lugar;Total;Heridos Leves;Heridos Graves;Ilesos;Fallecidos;Sin datos;desc_tipo_via;desc_loc;desc_dpto;|;desc_tipo_banquina;desc_unidad_regional;desc_lugar_calzada;desc_zona;desc_prioridad;desc_estado_semaforo;desc_lugar_via;desc_estado_via;desc_estado_visibilidad;desc_luminosidad;desc_estado_clima;desc_tipo_colision;desc_tipo_atropello;desc_tipo_hecho;desc_pres_calzada;desc_senializacion
2839;2021;17/4/2021;Sabado;13:15:00;;0.0;2;Pickup/Utilitario,Bicicleta;AV MARCONI Y SAN MARTIN;2;1;0;1;0;0;Avenida;VENADO TUERTO;General LÓPEZ;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;Buen Tiempo;De alcance,Múltiple;Ciclista;Colisión;Ninguna;Faltante
2840;2021;17/4/2021;Sabado;08:50:00;;0.0;1;Moto/Ciclomotor;Falucho Y Turner S;1;1;0;0;0;0;Calle;VENADO TUERTO;General LÓPEZ;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2841;2021;17/4/2021;Sabado;08:25:00;;0.0;2;Automóvil,Moto/Ciclomotor;Chacabuco Y Mariano Moreno;2;1;0;1;0;0;Calle;VENADO TUERTO;General LÓPEZ;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2842;2021;17/4/2021;Sabado;08:05:00;Ruta Nacional 8;0.0;1;Moto/Ciclomotor;2 de Abril Y Ruta Nac 8;1;1;0;0;0;0;Ruta;VENADO TUERTO;General LÓPEZ;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;Otro;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2843;2021;17/4/2021;Sabado;11:00:00;Ruta Nacional 33;601.0;2;Moto/Ciclomotor,Camión c / Acoplado; ;2;0;0;1;1;0;Ruta;SAN EDUARDO;General LÓPEZ;Asfalto;Natural;VIII;S/D;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2844;2021;17/4/2021;Sabado;12:00:00;Ruta Nacional 11;0.0;2;Bicicleta,Pickup/Utilitario;Av. San Lorenzo Y Simón Bolívar;2;1;0;1;0;0;Ruta;CAPITÁN BERMÚDEZ;San Lorenzo;Asfalto;Ripio;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;De alcance,Múltiple;Ciclista;Colisión;S/D;Faltante
2845;2021;17/4/2021;Sabado;10:00:00;;0.0;1;Moto/Ciclomotor;24 De Setiembre Y Bv. Avellaneda;1;1;0;0;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Deteriorada;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
2846;2021;17/4/2021;Sabado;11:00:00;;0.0;1;Moto/Ciclomotor;Av. Francia Y Av. Uriburu;1;1;0;0;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Horizontal,Vertical
2847;2021;17/4/2021;Sabado;22:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2848;2021;17/4/2021;Sabado;23:30:00;;0.0;1;Moto/Ciclomotor; ;2;1;0;0;0;0;Camino Rural;HERSILIA;Constitución;Tierra;No existe;XIII;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Otro;Faltante
2849;2021;18/4/2021;Domingo;17:00:00;Ruta Provincial 70;15.0;1;Moto/Ciclomotor; ;2;1;0;1;0;0;Ruta;ESPERANZA;Las Colonias;Asfalto;Natural;XI;Dentro;Urbana;Otra Señal;No existe;Recta;Bueno;Buena;Diurna;Buen Tiempo;S/D;S/D;Colisión;Ninguna;Horizontal,Vertical
2850;2021;18/4/2021;Domingo;08:30:00;Ruta Provincial 1;77.0;1;Moto/Ciclomotor; ;2;1;0;1;0;0;Ruta;CAMPO DEL MEDIO;Garay;Asfalto;No existe;VII;Dentro;Urbana;Otra Señal;No existe;Recta;Bueno;Buena;Diurna;Buen Tiempo;S/D;S/D;Colisión;Ninguna;Horizontal
2851;2021;18/4/2021;Domingo;17:15:00;;0.0;2;Moto/Ciclomotor,Automóvil;Belgrano Y Bv C Pellegrini;2;1;0;1;0;0;Avenida;SAN JUSTO;San Justo;Hormigón;No existe;XVI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance;S/D;Colisión;Ninguna;Faltante
2852;2021;18/4/2021;Domingo;18:20:00;Ruta Provincial 65;0.0;2;Bicicleta,Camión c / Acoplado; ;2;1;0;1;0;0;Ruta;BOUQUET;Belgrano;Asfalto;Natural;III;Dentro;Rural;Otra Señal;No existe;Recta;Bueno;Buena;Atardecer;Buen Tiempo;S/D;Ciclista;Colisión;Ninguna;Faltante
2853;2021;18/4/2021;Domingo;17:00:00;;0.0;2;Bicicleta,Automóvil;Ángel Carranza Y Gustavo Cochet;2;1;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Recta;Bueno;Buena;Diurna;Buen Tiempo;S/D;Ciclista;Colisión;Ninguna;Faltante
2854;2021;18/4/2021;Domingo;02:50:00;;0.0;2;Automóvil,Moto/Ciclomotor;AV ARISTÓBULO DEL VALLE Y AVENIDA LOS QUINTEROS;5;2;0;3;0;0;Avenida;ANGEL GALLARDO;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Horizontal
2855;2021;18/4/2021;Domingo;19:15:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Pellegrini Y Crespo;4;2;0;2;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Atardecer;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
2856;2021;18/4/2021;Domingo;19:30:00;;0.0;2;Automóvil,Automóvil; ;3;1;0;2;0;0;Calle;ROSARIO;Rosario;S/D;S/D;II;Dentro;Urbana;Otra Señal;S/D;S/D;S/D;S/D;Nocturna;S/D;De alcance,Múltiple;S/D;Colisión;S/D;S/D
2857;2021;18/4/2021;Domingo;23:25:00;Ruta Nacional 11;0.0;1;Moto/Ciclomotor;PUENTE CARRETERO ;1;1;0;0;0;0;Ruta;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Rural;Otra Señal;No existe;Recta;Bueno;Buena;Nocturna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Horizontal
2858;2021;18/4/2021;Domingo;23:50:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;La Rioja Y 9 de Julio;2;1;0;1;0;0;Calle;SAN LORENZO;San Lorenzo;Asfalto;No existe;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna,Con luz artificial;S/D;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2859;2021;18/4/2021;Domingo;;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Hermano Figueroa Y Hugo Wast;2;2;0;0;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2860;2021;18/4/2021;Domingo;;;0.0;2;Moto/Ciclomotor,Automóvil; ;2;1;0;1;0;0;S/D;HUMBOLDT;Las Colonias;S/D;S/D;XI;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;De alcance,Múltiple;S/D;Colisión;S/D;S/D
2861;2021;18/4/2021;Domingo;;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Santiago Y 9 de Julio;3;2;0;1;0;0;Calle;CAPITÁN BERMÚDEZ;San Lorenzo;S/D;S/D;XVII;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;De alcance,Múltiple;S/D;Colisión;S/D;S/D
2862;2021;18/4/2021;Domingo;05:30:00;;0.0;1;Moto/Ciclomotor;Avda. Argentina Y Catamarca;1;1;0;0;0;0;Avenida;DESVÍO ARIJÓN;San JERÓNIMO;Asfalto;No existe;XV;Dentro;Urbana;Otra Señal;S/D;Intersección;Bueno;S/D;Amanecer;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;S/D
2863;2021;18/4/2021;Domingo;07:00:00;;0.0;1;Automóvil;Av. Santa Fe Y Lehman;1;1;0;0;0;0;Avenida;LÓPEZ;San JERÓNIMO;S/D;No existe;XV;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Amanecer;S/D;De alcance,Múltiple;S/D;Colisión;S/D;S/D
2864;2021;18/4/2021;Domingo;21:40:00;Ruta Nacional 11;420.0;2;Moto/Ciclomotor,Bicicleta; ;3;1;0;2;0;0;Ruta;CORONDA;San JERÓNIMO;Asfalto;Natural;XV;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;De alcance,Múltiple;Ciclista;Colisión;Ninguna;Horizontal
2865;2021;18/4/2021;Domingo;23:20:00;;0.0;2;Automóvil,Moto/Ciclomotor;RIO CORONDA ;3;1;0;2;0;0;Camino Rural;BARRANCAS;San JERÓNIMO;S/D;S/D;XV;Dentro;Rural;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;De alcance,Múltiple;S/D;Colisión;S/D;S/D
2866;2021;18/4/2021;Domingo;21:30:00;Ruta Nacional 11;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Luciano Molinas ;2;1;0;1;0;0;Ruta;CORONDA;San JERÓNIMO;Asfalto;Natural;XV;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna;S/D;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2867;2021;18/4/2021;Domingo;;Ruta Nacional 33;0.0;2;Pickup/Utilitario,Peatón; ;2;1;0;0;0;1;Ruta;FIRMAT;General LÓPEZ;Asfalto;Natural;VIII;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;Atardecer;S/D;De alcance,Múltiple;Peatón;Colisión;S/D;S/D
2868;2021;18/4/2021;Domingo;17:05:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Brigadier Estanislao López Y Gardel;3;3;0;0;0;0;Calle;RAFAELA;Castellanos;Asfalto;No existe;V;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2869;2021;18/4/2021;Domingo;;;0.0;1;Pickup/Utilitario;Av. Doctor E Salva 600;1;1;0;0;0;0;Avenida;RAFAELA;Castellanos;Asfalto;No existe;V;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;S/D;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
2870;2021;18/4/2021;Domingo;;;0.0;1;Automóvil;Av. Belgrano 1100;1;1;0;0;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;De alcance,Múltiple;S/D;Colisión;Ninguna;Horizontal
2871;2021;18/4/2021;Domingo;11:30:00;Autopista Nacional A008;8.0;1;Moto/Ciclomotor;Av. Eva Perón Y Av. Circunvalación;1;0;0;0;1;0;Autopista;ROSARIO;Rosario;Asfalto;No existe;II;S/D;Urbana;Otra Señal;S/D;Intersección;Bueno;S/D;Diurna;S/D;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2872;2021;18/4/2021;Domingo;00:40:00;Autopista Provincial Brigadier E.LÓPEZ;96.0;3;Camión c / Acoplado,Camión c / Acoplado,Pickup/Utilitario; ;4;1;0;2;1;0;Autopista;AROCENA;San JERÓNIMO;Asfalto;Natural;XV;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2873;2021;18/4/2021;Domingo;03:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Rosario;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2874;2021;18/4/2021;Domingo;10:30:00;;0.0;1;Bicicleta;Biedma Y Cafferata;1;1;0;0;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Deteriorada;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Vertical
2875;2021;18/4/2021;Domingo;01:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
2876;2021;18/4/2021;Domingo;00:05:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2877;2021;18/4/2021;Domingo;15:00:00;;0.0;1;Bicicleta; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2878;2021;18/4/2021;Domingo;20:00:00;;0.0;2;Moto/Ciclomotor,Transporte de Pasajeros Urbano (> 8 asientos);Esteban de Luca 50;2;0;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
2879;2021;18/4/2021;Domingo;20:20:00;Ruta Provincial 30;70.0;1;Moto/Ciclomotor; ;1;0;0;0;0;0;Ruta;LOS AMORES;Constitución;S/D;No existe;XIX;Fuera;Rural;Otra Señal;No existe;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2880;2021;18/4/2021;Domingo;;Ruta Nacional 34;0.0;2;Automóvil,Camión;Ruta Nacional A012 ;2;0;0;1;0;0;Ruta;RICARDONE;Constitución;Asfalto;Pavimento;XVII;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;Vertical
2881;2021;19/4/2021;Lunes;09:10:00;Ruta Nacional 178;0.0;2;Moto/Ciclomotor,Automóvil;Calle 25 Y Ruta 178;2;1;0;1;0;0;Ruta;LAS PAREJAS;Belgrano;Asfalto;No existe;III;Dentro;Urbana;Otra Señal;No existe;Recta;Bueno;Buena;Diurna;Buen Tiempo;De alcance;S/D;Colisión;Ninguna;Faltante
2882;2021;19/4/2021;Lunes;18:35:00;;0.0;2;Automóvil,Moto/Ciclomotor;Av. Battle y Ordoñez Y Av. Corrientes;4;3;0;1;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante
2883;2021;19/4/2021;Lunes;16:20:00;;0.0;2;Moto/Ciclomotor,Automóvil;Bv. Oroño 3500;2;1;0;1;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Horizontal,Vertical
2884;2021;19/4/2021;Lunes;21:10:00;;0.0;2;Automóvil,Moto/Ciclomotor;Alsina Y Bv. 27 De Febrero;2;1;0;1;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Horizontal,Vertical
2885;2021;19/4/2021;Lunes;18:10:00;;0.0;2;Automóvil,Automóvil;Av. Provincias Unidas Y Viamonte;4;1;0;3;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Recta;Bueno;Buena;Diurna;Buen Tiempo;De alcance;S/D;Colisión;Ninguna;Faltante
2886;2021;19/4/2021;Lunes;10:25:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Pellegrini Y Barra;2;1;0;1;0;0;Avenida;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;S/D;Colisión;Ninguna;Horizontal
2887;2021;19/4/2021;Lunes;09:30:00;Ruta Secundaria 34-s;0.0;2;Moto/Ciclomotor,Automóvil;Montevideo Y Perón;2;1;0;1;0;0;Ruta;FUNES;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Recta;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante
2888;2021;19/4/2021;Lunes;15:00:00;;0.0;2;Automóvil,Moto/Ciclomotor;Bouchard Y Suipacha;2;1;0;1;0;0;Calle;FUNES;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Frontal;S/D;Colisión;Ninguna;Faltante
2889;2021;19/4/2021;Lunes;09:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. J.Bernhein Y Ugarte;2;1;0;0;0;1;Avenida;ROSARIO;Rosario;Tierra;No existe;II;Dentro;Urbana;Otra Señal;No existe;Recta;Bueno;Buena;Diurna;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante
2890;2021;19/4/2021;Lunes;18:45:00;;0.0;2;Moto/Ciclomotor,Automóvil;Eva Perón Y R Fournier;3;2;0;1;0;0;Calle;VILLA GOBERNADOR GÁLVEZ;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;S/D;S/D;Colisión;Ninguna;Faltante
2891;2021;19/4/2021;Lunes;21:20:00;;0.0;2;Automóvil,Moto/Ciclomotor;Bomberos Voluntarios Y Mitre;3;1;0;2;0;0;Calle;VILLA GOBERNADOR GÁLVEZ;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;S/D;S/D;Colisión;Ninguna;Faltante
2892;2021;19/4/2021;Lunes;11:45:00;;0.0;2;Moto/Ciclomotor,Automóvil;Avenida Pellegrini Y Italia;2;2;0;0;0;0;Avenida;ALVEAR;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Con baches;Buena;Nocturna,Con luz artificial;Buen Tiempo;Lateral;S/D;Colisión;Ninguna;Faltante
2893;2021;19/4/2021;Lunes;21:50:00;;0.0;2;Peatón,Automóvil;Cochabamba Y Italia;2;1;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;De alcance,Múltiple;Peatón;Colisión;Ninguna;Horizontal
2894;2021;19/4/2021;Lunes;11:30:00;;0.0;2;Taxi/Remis,Moto/Ciclomotor;Av. Urquiza Y Irigoyen Freyre;2;1;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
2895;2021;19/4/2021;Lunes;08:30:00;;0.0;2;Taxi/Remis,Moto/Ciclomotor;Av. Pte. Perón Y Junín;2;1;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2896;2021;19/4/2021;Lunes;17:00:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Martin Zapata ;2;1;0;0;0;1;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Vertical
2897;2021;19/4/2021;Lunes;12:30:00;;0.0;2;Automóvil,Otros;Av. A del Valle Y Diagonal Martínez;2;1;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2898;2021;19/4/2021;Lunes;18:35:00;;0.0;2;Moto/Ciclomotor,Automóvil;José De San Martin Y 4 de enero;2;1;0;1;0;0;Calle;SANTO TOMÉ;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2899;2021;19/4/2021;Lunes;;;0.0;1;Otros; ;2;2;0;0;0;0;S/D;CARCARAÑÁ;San Lorenzo;S/D;S/D;XVII;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;De alcance,Múltiple;S/D;Colisión;S/D;S/D
2900;2021;19/4/2021;Lunes;;Ruta Nacional 11;0.0;2;Peatón,Automóvil;José de San Martin ;2;1;0;1;0;0;Ruta;CORONDA;San JERÓNIMO;Asfalto;No existe;XV;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;S/D;S/D;De alcance,Múltiple;Peatón;Colisión;Ninguna;Faltante
2901;2021;19/4/2021;Lunes;;;0.0;1;Moto/Ciclomotor;Bv H Irigoyen 700;1;1;0;0;0;0;Avenida;RAFAELA;Castellanos;Asfalto;No existe;V;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna,Con luz artificial;S/D;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2902;2021;19/4/2021;Lunes;10:40:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;La Rioja Y Santiago de Chile;2;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Horizontal
2903;2021;19/4/2021;Lunes;10:40:00;;0.0;2;Pickup/Utilitario,Peatón;San Martin Y 25 de mayo;2;0;0;1;1;0;Calle;LAS BANDURRIAS;San MARTÍN;Asfalto;No existe;XVIII;S/D;Urbana;Otra Señal;No existe;Intersección;Con baches;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;Peatón;Colisión;Ninguna;Faltante
2904;2021;19/4/2021;Lunes;17:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;Echague Y Entre Ríos;2;1;0;1;0;0;Calle;ROLDÁN;San Lorenzo;Asfalto;No existe;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;De alcance,Múltiple;S/D;Colisión;Ninguna;Faltante
2905;2021;19/4/2021;Lunes;08:30:00;Autopista Nacional A008;0.0;1;Bicicleta;Av. Circunvalación Y Av. Pellegrini;1;1;0;0;0;0;Autopista;ROSARIO;Rosario;Asfalto;Pavimento;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Horizontal
2906;2021;19/4/2021;Lunes;10:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2907;2021;19/4/2021;Lunes;20:00:00;;0.0;1;Automóvil; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2908;2021;19/4/2021;Lunes;20:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2909;2021;19/4/2021;Lunes;20:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
2910;2021;19/4/2021;Lunes;;;0.0;2;Automóvil,Moto/Ciclomotor;Rivadavia Y Rioja;2;0;0;1;0;0;Calle;PUERTO SAN MARTÍN;Constitución;Asfalto;No existe;XVII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
2911;2021;19/4/2021;Lunes;;;0.0;1;Moto/Ciclomotor;Av. Pellegrini Y Rio De Janeiro;1;0;0;0;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
2912;2021;20/4/2021;Martes;19:25:00;;0.0;2;Moto/Ciclomotor,Bicicleta;1 de Mayo Y Av. Los Colonizadores;2;1;0;1;0;0;Avenida;ESPERANZA;Las Colonias;Asfalto;No existe;XI;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;S/D;Ciclista;Colisión;Ninguna;Vertical
2913;2021;20/4/2021;Martes;19:50:00;;0.0;2;Bicicleta,Pickup/Utilitario;Carlos Bosch Y Rivadavia;2;1;0;1;0;0;Calle;ESPERANZA;Las Colonias;Ripio;Natural;XI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;S/D;Ciclista;Colisión;Ninguna;Faltante
2914;2021;20/4/2021;Martes;08:10:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;1 de Mayo Y Pueyrredón;2;1;0;1;0;0;Calle;ESPERANZA;Las Colonias;Asfalto;No existe;XI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Frontal;S/D;Colisión;S/D;Vertical
